사업자 현황 (6월/100대 생활업종),,,,,,,,,,,,,,,,
*조회년월,,2019년 6월,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,"(단위 : 인원수, %)",,,,,,,,,,,,,
구분,,, 사업자 수,,,,,,,,,,,,,
업종,시도,시군구,당월①,전월②,증감율(①/②),전년동월③,증감율(①/③),,,,,,,,,
가구점,서울특별시,은평구,41,42,97.62%,40,102.50%,,,,,,,,,
가구점,서울특별시,서대문구,71,73,97.26%,70,101.43%,,,,,,,,,
가구점,서울특별시,마포구,29,27,107.41%,27,107.41%,,,,,,,,,
가구점,서울특별시,양천구,31,34,91.18%,34,91.18%,,,,,,,,,
가구점,서울특별시,강서구,39,40,97.50%,40,97.50%,,,,,,,,,
가구점,서울특별시,구로구,27,28,96.43%,29,93.10%,,,,,,,,,
가구점,서울특별시,금천구,20,20,100.00%,21,95.24%,,,,,,,,,
가구점,서울특별시,영등포구,29,29,100.00%,34,85.29%,,,,,,,,,
가구점,서울특별시,동작구,19,18,105.56%,21,90.48%,,,,,,,,,
가구점,서울특별시,관악구,34,34,100.00%,35,97.14%,,,,,,,,,
가구점,서울특별시,서초구,96,96,100.00%,105,91.43%,,,,,,,,,
가구점,서울특별시,강남구,99,99,100.00%,95,104.21%,,,,,,,,,
가구점,서울특별시,송파구,73,74,98.65%,71,102.82%,,,,,,,,,
가구점,서울특별시,강동구,28,28,100.00%,28,100.00%,,,,,,,,,
가구점,인천광역시,합계,288,289,99.65%,293,98.29%,,,,,,,,,
가구점,인천광역시,동구,15,15,100.00%,15,100.00%,,,,,,,,,
가구점,인천광역시,중구,14,15,93.33%,15,93.33%,,,,,,,,,
가구점,인천광역시,연수구,18,18,100.00%,19,94.74%,,,,,,,,,
가구점,인천광역시,남동구,60,59,101.69%,62,96.77%,,,,,,,,,
가구점,인천광역시,부평구,39,37,105.41%,39,100.00%,,,,,,,,,
가구점,인천광역시,계양구,30,30,100.00%,25,120.00%,,,,,,,,,
가구점,인천광역시,서구,58,60,96.67%,61,95.08%,,,,,,,,,
가구점,인천광역시,강화군,5,6,83.33%,6,83.33%,,,,,,,,,
가구점,인천광역시,옹진군,*,*,100.00%,*,200.00%,,,,,,,,,
가구점,인천광역시,미추홀구,47,47,100.00%,50,94.00%,,,,,,,,,
가구점,경기도,합계,"1,903","1,909",99.69%,"1,872",101.66%,,,,,,,,,
가구점,경기도,수원시 장안구,21,21,100.00%,23,91.30%,,,,,,,,,
가구점,경기도,수원시 권선구,43,41,104.88%,37,116.22%,,,,,,,,,
가구점,경기도,수원시 팔달구,27,27,100.00%,35,77.14%,,,,,,,,,
가구점,경기도,수원시 영통구,20,20,100.00%,19,105.26%,,,,,,,,,
가구점,경기도,성남시 수정구,23,23,100.00%,23,100.00%,,,,,,,,,
가구점,경기도,성남시 중원구,31,31,100.00%,35,88.57%,,,,,,,,,
가구점,경기도,성남시 분당구,54,53,101.89%,55,98.18%,,,,,,,,,
가구점,경기도,의정부시,51,50,102.00%,50,102.00%,,,,,,,,,
가구점,경기도,안양시 만안구,14,14,100.00%,16,87.50%,,,,,,,,,
가구점,경기도,안양시 동안구,56,56,100.00%,56,100.00%,,,,,,,,,
가구점,경기도,부천시,77,77,100.00%,80,96.25%,,,,,,,,,
가구점,경기도,광명시,44,44,100.00%,43,102.33%,,,,,,,,,
가구점,경기도,평택시,82,82,100.00%,77,106.49%,,,,,,,,,
가구점,경기도,동두천시,15,16,93.75%,17,88.24%,,,,,,,,,
가구점,경기도,안산시 상록구,61,60,101.67%,61,100.00%,,,,,,,,,
가구점,경기도,안산시 단원구,28,29,96.55%,29,96.55%,,,,,,,,,
가구점,경기도,고양시 덕양구,49,52,94.23%,47,104.26%,,,,,,,,,
가구점,경기도,고양시 일산동구,91,90,101.11%,85,107.06%,,,,,,,,,
가구점,경기도,고양시 일산서구,73,73,100.00%,80,91.25%,,,,,,,,,
가구점,경기도,과천시,7,7,100.00%,5,140.00%,,,,,,,,,
가구점,경기도,구리시,17,19,89.47%,20,85.00%,,,,,,,,,
가구점,경기도,남양주시,133,136,97.79%,119,111.76%,,,,,,,,,
가구점,경기도,오산시,29,30,96.67%,33,87.88%,,,,,,,,,
가구점,경기도,시흥시,53,53,100.00%,59,89.83%,,,,,,,,,
가구점,경기도,군포시,16,17,94.12%,19,84.21%,,,,,,,,,
가구점,경기도,의왕시,26,26,100.00%,26,100.00%,,,,,,,,,
가구점,경기도,하남시,45,44,102.27%,34,132.35%,,,,,,,,,
가구점,경기도,용인시 처인구,41,39,105.13%,44,93.18%,,,,,,,,,
가구점,경기도,용인시 기흥구,49,52,94.23%,46,106.52%,,,,,,,,,
가구점,경기도,용인시 수지구,38,36,105.56%,39,97.44%,,,,,,,,,
가구점,경기도,파주시,104,105,99.05%,97,107.22%,,,,,,,,,
가구점,경기도,이천시,32,32,100.00%,31,103.23%,,,,,,,,,
가구점,경기도,안성시,33,34,97.06%,31,106.45%,,,,,,,,,
가구점,경기도,김포시,58,58,100.00%,59,98.31%,,,,,,,,,
가구점,경기도,화성시,104,103,100.97%,100,104.00%,,,,,,,,,
가구점,경기도,광주시,98,99,98.99%,85,115.29%,,,,,,,,,
가구점,경기도,양주시,25,25,100.00%,24,104.17%,,,,,,,,,
가구점,경기도,포천시,80,78,102.56%,80,100.00%,,,,,,,,,
가구점,경기도,여주시,15,15,100.00%,16,93.75%,,,,,,,,,
가구점,경기도,가평군,8,8,100.00%,8,100.00%,,,,,,,,,
가구점,경기도,양평군,23,25,92.00%,20,115.00%,,,,,,,,,
가구점,경기도,연천군,9,9,100.00%,9,100.00%,,,,,,,,,
가구점,강원도,합계,304,303,100.33%,313,97.12%,,,,,,,,,
가구점,강원도,춘천시,44,44,100.00%,46,95.65%,,,,,,,,,
가구점,강원도,원주시,95,94,101.06%,96,98.96%,,,,,,,,,
가구점,강원도,강릉시,51,51,100.00%,55,92.73%,,,,,,,,,
가구점,강원도,동해시,24,24,100.00%,25,96.00%,,,,,,,,,
가구점,강원도,태백시,7,7,100.00%,7,100.00%,,,,,,,,,
가구점,강원도,속초시,15,15,100.00%,17,88.24%,,,,,,,,,
가구점,강원도,삼척시,5,5,100.00%,6,83.33%,,,,,,,,,
가구점,강원도,홍천군,17,18,94.44%,18,94.44%,,,,,,,,,
가구점,강원도,횡성군,7,6,116.67%,5,140.00%,,,,,,,,,
가구점,강원도,영월군,6,6,100.00%,6,100.00%,,,,,,,,,
가구점,강원도,평창군,5,5,100.00%,6,83.33%,,,,,,,,,
가구점,강원도,정선군,6,6,100.00%,5,120.00%,,,,,,,,,
가구점,강원도,철원군,7,7,100.00%,7,100.00%,,,,,,,,,
가구점,강원도,화천군,*,*,100.00%,*,50.00%,,,,,,,,,
가구점,강원도,양구군,*,*,100.00%,*,100.00%,,,,,,,,,
가구점,강원도,인제군,7,7,100.00%,7,100.00%,,,,,,,,,
가구점,강원도,고성군,*,*,100.00%,0,/0,,,,,,,,,
가구점,강원도,양양군,3,3,100.00%,3,100.00%,,,,,,,,,
가구점,대전광역시,합계,210,214,98.13%,217,96.77%,,,,,,,,,
가구점,대전광역시,동구,23,23,100.00%,23,100.00%,,,,,,,,,
가구점,대전광역시,중구,45,46,97.83%,51,88.24%,,,,,,,,,
가구점,대전광역시,서구,51,52,98.08%,52,98.08%,,,,,,,,,
가구점,대전광역시,대덕구,32,32,100.00%,35,91.43%,,,,,,,,,
가구점,대전광역시,유성구,59,61,96.72%,56,105.36%,,,,,,,,,
가구점,충청북도,합계,288,291,98.97%,295,97.63%,,,,,,,,,
가구점,충청북도,괴산군,6,6,100.00%,6,100.00%,,,,,,,,,
가구점,충청북도,단양군,3,3,100.00%,*,150.00%,,,,,,,,,
가구점,충청북도,보은군,6,6,100.00%,6,100.00%,,,,,,,,,
가구점,충청북도,영동군,9,9,100.00%,10,90.00%,,,,,,,,,
가구점,충청북도,옥천군,5,5,100.00%,6,83.33%,,,,,,,,,
가구점,충청북도,음성군,14,14,100.00%,12,116.67%,,,,,,,,,
가구점,충청북도,제천시,36,36,100.00%,36,100.00%,,,,,,,,,
가구점,충청북도,증평군,4,4,100.00%,4,100.00%,,,,,,,,,
가구점,충청북도,진천군,3,3,100.00%,4,75.00%,,,,,,,,,
가구점,충청북도,청주시 상당구,36,38,94.74%,39,92.31%,,,,,,,,,
가구점,충청북도,청주시 서원구,75,75,100.00%,77,97.40%,,,,,,,,,
가구점,충청북도,청주시 청원구,20,21,95.24%,16,125.00%,,,,,,,,,
가구점,충청북도,청주시 흥덕구,27,27,100.00%,35,77.14%,,,,,,,,,
가구점,충청북도,충주시,44,44,100.00%,42,104.76%,,,,,,,,,
가구점,충청남도,합계,299,297,100.67%,308,97.08%,,,,,,,,,
가구점,충청남도,계룡시,4,4,100.00%,7,57.14%,,,,,,,,,
가구점,충청남도,공주시,14,14,100.00%,16,87.50%,,,,,,,,,
가구점,충청남도,금산군,6,6,100.00%,6,100.00%,,,,,,,,,
가구점,충청남도,논산시,22,22,100.00%,22,100.00%,,,,,,,,,
가구점,충청남도,당진시,20,19,105.26%,18,111.11%,,,,,,,,,
가구점,충청남도,보령시,16,16,100.00%,16,100.00%,,,,,,,,,
가구점,충청남도,부여군,4,4,100.00%,4,100.00%,,,,,,,,,
가구점,충청남도,서산시,33,32,103.13%,31,106.45%,,,,,,,,,
가구점,충청남도,서천군,*,*,100.00%,*,100.00%,,,,,,,,,
가구점,충청남도,아산시,32,32,100.00%,35,91.43%,,,,,,,,,
가구점,충청남도,예산군,14,14,100.00%,13,107.69%,,,,,,,,,
가구점,충청남도,천안시 동남구,35,34,102.94%,35,100.00%,,,,,,,,,
가구점,충청남도,천안시 서북구,71,72,98.61%,75,94.67%,,,,,,,,,
가구점,충청남도,청양군,6,6,100.00%,6,100.00%,,,,,,,,,
가구점,충청남도,태안군,4,4,100.00%,4,100.00%,,,,,,,,,
가구점,충청남도,홍성군,16,16,100.00%,18,88.89%,,,,,,,,,
가구점,세종특별자치시,합계,23,21,109.52%,25,92.00%,,,,,,,,,
가구점,세종특별자치시,세종시,23,21,109.52%,25,92.00%,,,,,,,,,
가구점,광주광역시,합계,213,211,100.95%,216,98.61%,,,,,,,,,
가구점,광주광역시,동구,23,23,100.00%,24,95.83%,,,,,,,,,
가구점,광주광역시,남구,10,10,100.00%,13,76.92%,,,,,,,,,
가구점,광주광역시,서구,76,75,101.33%,72,105.56%,,,,,,,,,
가구점,광주광역시,광산구,45,45,100.00%,46,97.83%,,,,,,,,,
가구점,광주광역시,북구,59,58,101.72%,61,96.72%,,,,,,,,,
가구점,전라북도,합계,384,387,99.22%,405,94.81%,,,,,,,,,
가구점,전라북도,고창군,8,7,114.29%,6,133.33%,,,,,,,,,
가구점,전라북도,군산시,60,59,101.69%,65,92.31%,,,,,,,,,
가구점,전라북도,김제시,29,29,100.00%,38,76.32%,,,,,,,,,
가구점,전라북도,남원시,20,21,95.24%,21,95.24%,,,,,,,,,
가구점,전라북도,무주군,*,*,100.00%,*,100.00%,,,,,,,,,
가구점,전라북도,부안군,7,7,100.00%,8,87.50%,,,,,,,,,
가구점,전라북도,순창군,*,*,100.00%,*,100.00%,,,,,,,,,
가구점,전라북도,완주군,13,12,108.33%,11,118.18%,,,,,,,,,
가구점,전라북도,익산시,63,65,96.92%,64,98.44%,,,,,,,,,
가구점,전라북도,임실군,3,3,100.00%,4,75.00%,,,,,,,,,
가구점,전라북도,장수군,*,*,100.00%,*,100.00%,,,,,,,,,
가구점,전라북도,전주시 덕진구,45,47,95.74%,52,86.54%,,,,,,,,,
가구점,전라북도,전주시 완산구,116,117,99.15%,117,99.15%,,,,,,,,,
가구점,전라북도,정읍시,15,15,100.00%,14,107.14%,,,,,,,,,
가구점,전라북도,진안군,*,*,100.00%,*,100.00%,,,,,,,,,
가구점,전라남도,합계,269,270,99.63%,281,95.73%,,,,,,,,,
가구점,전라남도,강진군,3,3,100.00%,3,100.00%,,,,,,,,,
가구점,전라남도,고흥군,8,8,100.00%,7,114.29%,,,,,,,,,
가구점,전라남도,곡성군,*,*,100.00%,*,100.00%,,,,,,,,,
가구점,전라남도,광양시,17,17,100.00%,17,100.00%,,,,,,,,,
가구점,전라남도,구례군,5,5,100.00%,5,100.00%,,,,,,,,,
가구점,전라남도,나주시,12,13,92.31%,11,109.09%,,,,,,,,,
가구점,전라남도,담양군,*,*,100.00%,3,33.33%,,,,,,,,,
가구점,전라남도,목포시,53,53,100.00%,61,86.89%,,,,,,,,,
가구점,전라남도,무안군,7,7,100.00%,7,100.00%,,,,,,,,,
가구점,전라남도,보성군,4,4,100.00%,4,100.00%,,,,,,,,,
가구점,전라남도,순천시,63,63,100.00%,65,96.92%,,,,,,,,,
가구점,전라남도,여수시,46,47,97.87%,49,93.88%,,,,,,,,,
가구점,전라남도,영광군,7,7,100.00%,5,140.00%,,,,,,,,,
가구점,전라남도,영암군,5,5,100.00%,6,83.33%,,,,,,,,,
가구점,전라남도,완도군,4,4,100.00%,5,80.00%,,,,,,,,,
가구점,전라남도,장성군,6,5,120.00%,5,120.00%,,,,,,,,,
가구점,전라남도,장흥군,3,3,100.00%,4,75.00%,,,,,,,,,
가구점,전라남도,진도군,6,6,100.00%,5,120.00%,,,,,,,,,
가구점,전라남도,함평군,*,*,100.00%,*,100.00%,,,,,,,,,
가구점,전라남도,해남군,11,11,100.00%,11,100.00%,,,,,,,,,
가구점,전라남도,화순군,5,5,100.00%,5,100.00%,,,,,,,,,
가구점,대구광역시,합계,373,375,99.47%,368,101.36%,,,,,,,,,
가구점,대구광역시,동구,61,61,100.00%,58,105.17%,,,,,,,,,
가구점,대구광역시,중구,23,23,100.00%,27,85.19%,,,,,,,,,
가구점,대구광역시,남구,20,20,100.00%,22,90.91%,,,,,,,,,
가구점,대구광역시,서구,46,47,97.87%,46,100.00%,,,,,,,,,
가구점,대구광역시,달서구,46,47,97.87%,46,100.00%,,,,,,,,,
가구점,대구광역시,달성군,23,23,100.00%,20,115.00%,,,,,,,,,
가구점,대구광역시,북구,112,111,100.90%,109,102.75%,,,,,,,,,
가구점,대구광역시,수성구,42,43,97.67%,40,105.00%,,,,,,,,,
가구점,경상북도,합계,468,465,100.65%,469,99.79%,,,,,,,,,
가구점,경상북도,경산시,41,41,100.00%,42,97.62%,,,,,,,,,
가구점,경상북도,경주시,54,53,101.89%,49,110.20%,,,,,,,,,
가구점,경상북도,고령군,5,5,100.00%,3,166.67%,,,,,,,,,
가구점,경상북도,구미시,65,65,100.00%,70,92.86%,,,,,,,,,
가구점,경상북도,군위군,*,*,100.00%,*,100.00%,,,,,,,,,
가구점,경상북도,김천시,31,31,100.00%,33,93.94%,,,,,,,,,
가구점,경상북도,문경시,12,12,100.00%,16,75.00%,,,,,,,,,
가구점,경상북도,봉화군,*,*,100.00%,*,100.00%,,,,,,,,,
가구점,경상북도,상주시,15,15,100.00%,13,115.38%,,,,,,,,,
가구점,경상북도,성주군,6,6,100.00%,6,100.00%,,,,,,,,,
가구점,경상북도,안동시,45,45,100.00%,43,104.65%,,,,,,,,,
가구점,경상북도,영덕군,3,3,100.00%,*,150.00%,,,,,,,,,
가구점,경상북도,영양군,*,*,100.00%,*,200.00%,,,,,,,,,
가구점,경상북도,영주시,21,20,105.00%,20,105.00%,,,,,,,,,
가구점,경상북도,영천시,10,10,100.00%,10,100.00%,,,,,,,,,
가구점,경상북도,예천군,4,4,100.00%,4,100.00%,,,,,,,,,
가구점,경상북도,울릉군,*,*,100.00%,*,100.00%,,,,,,,,,
가구점,경상북도,울진군,11,11,100.00%,10,110.00%,,,,,,,,,
가구점,경상북도,의성군,4,4,100.00%,4,100.00%,,,,,,,,,
가구점,경상북도,청도군,3,3,100.00%,*,150.00%,,,,,,,,,
가구점,경상북도,청송군,3,3,100.00%,3,100.00%,,,,,,,,,
가구점,경상북도,칠곡군,39,38,102.63%,37,105.41%,,,,,,,,,
가구점,경상북도,포항시 남구,24,24,100.00%,26,92.31%,,,,,,,,,
가구점,경상북도,포항시 북구,65,65,100.00%,70,92.86%,,,,,,,,,
가구점,부산광역시,합계,511,511,100.00%,525,97.33%,,,,,,,,,
가구점,부산광역시,동구,63,63,100.00%,63,100.00%,,,,,,,,,
가구점,부산광역시,중구,10,10,100.00%,14,71.43%,,,,,,,,,
가구점,부산광역시,강서구,25,23,108.70%,19,131.58%,,,,,,,,,
가구점,부산광역시,남구,30,31,96.77%,30,100.00%,,,,,,,,,
가구점,부산광역시,서구,6,6,100.00%,8,75.00%,,,,,,,,,
가구점,부산광역시,금정구,30,31,96.77%,34,88.24%,,,,,,,,,
가구점,부산광역시,기장군,29,29,100.00%,31,93.55%,,,,,,,,,
가구점,부산광역시,동래구,45,44,102.27%,46,97.83%,,,,,,,,,
가구점,부산광역시,부산진구,31,31,100.00%,32,96.88%,,,,,,,,,
가구점,부산광역시,북구,23,23,100.00%,29,79.31%,,,,,,,,,
가구점,부산광역시,사상구,32,32,100.00%,33,96.97%,,,,,,,,,
가구점,부산광역시,사하구,42,42,100.00%,44,95.45%,,,,,,,,,
가구점,부산광역시,수영구,22,21,104.76%,21,104.76%,,,,,,,,,
가구점,부산광역시,연제구,32,33,96.97%,36,88.89%,,,,,,,,,
가구점,부산광역시,영도구,7,7,100.00%,7,100.00%,,,,,,,,,
가구점,부산광역시,해운대구,84,85,98.82%,78,107.69%,,,,,,,,,
가구점,울산광역시,합계,181,180,100.56%,184,98.37%,,,,,,,,,
가구점,울산광역시,동구,20,19,105.26%,18,111.11%,,,,,,,,,
가구점,울산광역시,중구,68,69,98.55%,68,100.00%,,,,,,,,,
가구점,울산광역시,남구,39,39,100.00%,43,90.70%,,,,,,,,,
가구점,울산광역시,북구,24,24,100.00%,23,104.35%,,,,,,,,,
가구점,울산광역시,울주군,30,29,103.45%,32,93.75%,,,,,,,,,
가구점,경상남도,합계,554,558,99.28%,574,96.52%,,,,,,,,,
가구점,경상남도,고성군,7,7,100.00%,8,87.50%,,,,,,,,,
가구점,경상남도,거제시,27,27,100.00%,27,100.00%,,,,,,,,,
가구점,경상남도,거창군,9,9,100.00%,11,81.82%,,,,,,,,,
가구점,경상남도,김해시,128,130,98.46%,141,90.78%,,,,,,,,,
가구점,경상남도,남해군,7,7,100.00%,7,100.00%,,,,,,,,,
가구점,경상남도,밀양시,14,15,93.33%,15,93.33%,,,,,,,,,
가구점,경상남도,사천시,19,19,100.00%,19,100.00%,,,,,,,,,
가구점,경상남도,산청군,*,*,100.00%,*,100.00%,,,,,,,,,
가구점,경상남도,양산시,63,62,101.61%,57,110.53%,,,,,,,,,
가구점,경상남도,의령군,*,*,100.00%,*,100.00%,,,,,,,,,
가구점,경상남도,진주시,68,70,97.14%,73,93.15%,,,,,,,,,
가구점,경상남도,창녕군,7,7,100.00%,7,100.00%,,,,,,,,,
가구점,경상남도,창원시 마산합포구,36,36,100.00%,37,97.30%,,,,,,,,,
가구점,경상남도,창원시 마산회원구,12,13,92.31%,14,85.71%,,,,,,,,,
가구점,경상남도,창원시 성산구,29,28,103.57%,31,93.55%,,,,,,,,,
가구점,경상남도,창원시 의창구,54,54,100.00%,52,103.85%,,,,,,,,,
가구점,경상남도,창원시 진해구,25,24,104.17%,24,104.17%,,,,,,,,,
가구점,경상남도,통영시,26,27,96.30%,26,100.00%,,,,,,,,,
가구점,경상남도,하동군,6,6,100.00%,6,100.00%,,,,,,,,,
가구점,경상남도,함안군,4,4,100.00%,5,80.00%,,,,,,,,,
가구점,경상남도,함양군,4,4,100.00%,4,100.00%,,,,,,,,,
가구점,경상남도,합천군,6,6,100.00%,7,85.71%,,,,,,,,,
가구점,제주특별자치도,합계,188,187,100.53%,175,107.43%,,,,,,,,,
가구점,제주특별자치도,서귀포시,41,41,100.00%,35,117.14%,,,,,,,,,
가구점,제주특별자치도,제주시,147,146,100.68%,140,105.00%,,,,,,,,,
가전제품수리점,합계,합계,"15,023","14,855",101.13%,"12,372",121.43%,,,,,,,,,
가전제품수리점,서울특별시,합계,"2,397","2,399",99.92%,"2,099",114.20%,,,,,,,,,
가전제품수리점,서울특별시,종로구,59,59,100.00%,58,101.72%,,,,,,,,,
가전제품수리점,서울특별시,중구,35,35,100.00%,32,109.38%,,,,,,,,,
가전제품수리점,서울특별시,용산구,50,51,98.04%,43,116.28%,,,,,,,,,
가전제품수리점,서울특별시,성동구,58,59,98.31%,52,111.54%,,,,,,,,,
가전제품수리점,서울특별시,광진구,87,88,98.86%,78,111.54%,,,,,,,,,
가전제품수리점,서울특별시,동대문구,115,111,103.60%,96,119.79%,,,,,,,,,
가전제품수리점,서울특별시,중랑구,180,179,100.56%,149,120.81%,,,,,,,,,
가전제품수리점,서울특별시,성북구,104,104,100.00%,98,106.12%,,,,,,,,,
가전제품수리점,서울특별시,강북구,129,130,99.23%,111,116.22%,,,,,,,,,
가전제품수리점,서울특별시,도봉구,103,103,100.00%,102,100.98%,,,,,,,,,
가전제품수리점,서울특별시,노원구,135,134,100.75%,113,119.47%,,,,,,,,,
가전제품수리점,서울특별시,은평구,138,137,100.73%,119,115.97%,,,,,,,,,
가전제품수리점,서울특별시,서대문구,66,66,100.00%,57,115.79%,,,,,,,,,
가전제품수리점,서울특별시,마포구,84,84,100.00%,71,118.31%,,,,,,,,,
가전제품수리점,서울특별시,양천구,113,113,100.00%,97,116.49%,,,,,,,,,
가전제품수리점,서울특별시,강서구,151,148,102.03%,118,127.97%,,,,,,,,,
가전제품수리점,서울특별시,구로구,96,101,95.05%,86,111.63%,,,,,,,,,
가전제품수리점,서울특별시,금천구,69,69,100.00%,54,127.78%,,,,,,,,,
가전제품수리점,서울특별시,영등포구,84,83,101.20%,73,115.07%,,,,,,,,,
가전제품수리점,서울특별시,동작구,51,51,100.00%,45,113.33%,,,,,,,,,
가전제품수리점,서울특별시,관악구,109,113,96.46%,110,99.09%,,,,,,,,,
가전제품수리점,서울특별시,서초구,69,68,101.47%,58,118.97%,,,,,,,,,
가전제품수리점,서울특별시,강남구,77,78,98.72%,65,118.46%,,,,,,,,,
가전제품수리점,서울특별시,송파구,116,114,101.75%,106,109.43%,,,,,,,,,
가전제품수리점,서울특별시,강동구,119,121,98.35%,108,110.19%,,,,,,,,,
가전제품수리점,인천광역시,합계,"1,080","1,066",101.31%,865,124.86%,,,,,,,,,
가전제품수리점,인천광역시,동구,34,31,109.68%,22,154.55%,,,,,,,,,
가전제품수리점,인천광역시,중구,30,29,103.45%,29,103.45%,,,,,,,,,
가전제품수리점,인천광역시,연수구,71,71,100.00%,43,165.12%,,,,,,,,,
가전제품수리점,인천광역시,남동구,213,211,100.95%,180,118.33%,,,,,,,,,
가전제품수리점,인천광역시,부평구,212,214,99.07%,184,115.22%,,,,,,,,,
가전제품수리점,인천광역시,계양구,168,164,102.44%,137,122.63%,,,,,,,,,
가전제품수리점,인천광역시,서구,180,179,100.56%,132,136.36%,,,,,,,,,
가전제품수리점,인천광역시,강화군,11,10,110.00%,4,275.00%,,,,,,,,,
가전제품수리점,인천광역시,옹진군,3,3,100.00%,*,150.00%,,,,,,,,,
가전제품수리점,인천광역시,미추홀구,158,154,102.60%,132,119.70%,,,,,,,,,
가전제품수리점,경기도,합계,"4,292","4,220",101.71%,"3,378",127.06%,,,,,,,,,
가전제품수리점,경기도,수원시 장안구,99,97,102.06%,88,112.50%,,,,,,,,,
가전제품수리점,경기도,수원시 권선구,179,178,100.56%,152,117.76%,,,,,,,,,
가전제품수리점,경기도,수원시 팔달구,107,105,101.90%,92,116.30%,,,,,,,,,
