사업자 현황 ( 1월/100대 생활업종),,,,,,,,
*조회년월,,2020년 1월,,,,,,
,,,,,,,,
,,,,,,,"(단위 : 인원수, %)",
구분,,, 사업자 수,,,,,
업종,시도,시군구,당월①,전월②,증감율(①/②),전년동월③,증감율(①/③),
침구ㆍ커튼가게,서울특별시,관악구, 58 , 59 ,98.31%, 64 ,90.63%,
침구ㆍ커튼가게,서울특별시,서초구, 99 , 102 ,97.06%, 105 ,94.29%,
침구ㆍ커튼가게,서울특별시,강남구, 68 , 71 ,95.77%, 74 ,91.89%,
침구ㆍ커튼가게,서울특별시,송파구, 80 , 82 ,97.56%, 79 ,101.27%,
침구ㆍ커튼가게,서울특별시,강동구, 67 , 66 ,101.52%, 63 ,106.35%,
침구ㆍ커튼가게,인천광역시,합계, 423 , 420 ,100.71%, 433 ,97.69%,
침구ㆍ커튼가게,인천광역시,중구, 19 , 19 ,100.00%, 18 ,105.56%,
침구ㆍ커튼가게,인천광역시,동구, 33 , 33 ,100.00%, 35 ,94.29%,
침구ㆍ커튼가게,인천광역시,미추홀구, 54 , 55 ,98.18%, 63 ,85.71%,
침구ㆍ커튼가게,인천광역시,연수구, 50 , 50 ,100.00%, 51 ,98.04%,
침구ㆍ커튼가게,인천광역시,남동구, 72 , 70 ,102.86%, 67 ,107.46%,
침구ㆍ커튼가게,인천광역시,부평구, 90 , 88 ,102.27%, 91 ,98.90%,
침구ㆍ커튼가게,인천광역시,계양구, 38 , 39 ,97.44%, 41 ,92.68%,
침구ㆍ커튼가게,인천광역시,서구, 56 , 55 ,101.82%, 57 ,98.25%,
침구ㆍ커튼가게,인천광역시,강화군, 11 , 11 ,100.00%, 10 ,110.00%,
침구ㆍ커튼가게,경기도,합계," 1,890 "," 1,880 ",100.53%," 1,890 ",100.00%,
침구ㆍ커튼가게,경기도,수원시 장안구, 30 , 31 ,96.77%, 31 ,96.77%,
침구ㆍ커튼가게,경기도,수원시 권선구, 44 , 44 ,100.00%, 49 ,89.80%,
침구ㆍ커튼가게,경기도,수원시 팔달구, 83 , 84 ,98.81%, 91 ,91.21%,
침구ㆍ커튼가게,경기도,수원시 영통구, 44 , 42 ,104.76%, 41 ,107.32%,
침구ㆍ커튼가게,경기도,성남시 수정구, 25 , 27 ,92.59%, 30 ,83.33%,
침구ㆍ커튼가게,경기도,성남시 중원구, 44 , 44 ,100.00%, 46 ,95.65%,
침구ㆍ커튼가게,경기도,성남시 분당구, 49 , 48 ,102.08%, 49 ,100.00%,
침구ㆍ커튼가게,경기도,의정부시, 80 , 81 ,98.77%, 84 ,95.24%,
침구ㆍ커튼가게,경기도,안양시 만안구, 37 , 37 ,100.00%, 40 ,92.50%,
침구ㆍ커튼가게,경기도,안양시 동안구, 27 , 26 ,103.85%, 34 ,79.41%,
침구ㆍ커튼가게,경기도,부천시, 131 , 128 ,102.34%, 122 ,107.38%,
침구ㆍ커튼가게,경기도,광명시, 47 , 48 ,97.92%, 48 ,97.92%,
침구ㆍ커튼가게,경기도,평택시, 102 , 103 ,99.03%, 100 ,102.00%,
침구ㆍ커튼가게,경기도,동두천시, 26 , 27 ,96.30%, 26 ,100.00%,
침구ㆍ커튼가게,경기도,안산시 상록구, 52 , 52 ,100.00%, 52 ,100.00%,
침구ㆍ커튼가게,경기도,안산시 단원구, 48 , 47 ,102.13%, 53 ,90.57%,
침구ㆍ커튼가게,경기도,고양시 덕양구, 44 , 45 ,97.78%, 41 ,107.32%,
침구ㆍ커튼가게,경기도,고양시 일산동구, 52 , 52 ,100.00%, 49 ,106.12%,
침구ㆍ커튼가게,경기도,고양시 일산서구, 46 , 45 ,102.22%, 38 ,121.05%,
침구ㆍ커튼가게,경기도,과천시, 8 , 8 ,100.00%, 7 ,114.29%,
침구ㆍ커튼가게,경기도,구리시, 27 , 26 ,103.85%, 26 ,103.85%,
침구ㆍ커튼가게,경기도,남양주시, 109 , 109 ,100.00%, 97 ,112.37%,
침구ㆍ커튼가게,경기도,오산시, 30 , 29 ,103.45%, 30 ,100.00%,
침구ㆍ커튼가게,경기도,시흥시, 67 , 67 ,100.00%, 69 ,97.10%,
침구ㆍ커튼가게,경기도,군포시, 28 , 28 ,100.00%, 30 ,93.33%,
침구ㆍ커튼가게,경기도,의왕시, 15 , 13 ,115.38%, 14 ,107.14%,
침구ㆍ커튼가게,경기도,하남시, 33 , 34 ,97.06%, 40 ,82.50%,
침구ㆍ커튼가게,경기도,용인시 처인구, 42 , 41 ,102.44%, 43 ,97.67%,
침구ㆍ커튼가게,경기도,용인시 기흥구, 40 , 39 ,102.56%, 44 ,90.91%,
침구ㆍ커튼가게,경기도,용인시 수지구, 23 , 22 ,104.55%, 23 ,100.00%,
침구ㆍ커튼가게,경기도,파주시, 63 , 63 ,100.00%, 60 ,105.00%,
침구ㆍ커튼가게,경기도,이천시, 42 , 42 ,100.00%, 41 ,102.44%,
침구ㆍ커튼가게,경기도,안성시, 38 , 37 ,102.70%, 35 ,108.57%,
침구ㆍ커튼가게,경기도,김포시, 46 , 46 ,100.00%, 43 ,106.98%,
침구ㆍ커튼가게,경기도,화성시, 88 , 86 ,102.33%, 82 ,107.32%,
침구ㆍ커튼가게,경기도,광주시, 48 , 49 ,97.96%, 51 ,94.12%,
침구ㆍ커튼가게,경기도,양주시, 30 , 29 ,103.45%, 27 ,111.11%,
침구ㆍ커튼가게,경기도,포천시, 45 , 44 ,102.27%, 38 ,118.42%,
침구ㆍ커튼가게,경기도,여주시, 20 , 20 ,100.00%, 20 ,100.00%,
침구ㆍ커튼가게,경기도,연천군, 6 , 6 ,100.00%, 9 ,66.67%,
침구ㆍ커튼가게,경기도,가평군, 10 , 10 ,100.00%, 13 ,76.92%,
침구ㆍ커튼가게,경기도,양평군, 21 , 21 ,100.00%, 24 ,87.50%,
침구ㆍ커튼가게,강원도,합계, 400 , 402 ,99.50%, 403 ,99.26%,
침구ㆍ커튼가게,강원도,춘천시, 60 , 62 ,96.77%, 66 ,90.91%,
침구ㆍ커튼가게,강원도,원주시, 113 , 113 ,100.00%, 108 ,104.63%,
침구ㆍ커튼가게,강원도,강릉시, 53 , 53 ,100.00%, 50 ,106.00%,
침구ㆍ커튼가게,강원도,동해시, 33 , 33 ,100.00%, 35 ,94.29%,
침구ㆍ커튼가게,강원도,태백시, 14 , 14 ,100.00%, 14 ,100.00%,
침구ㆍ커튼가게,강원도,속초시, 29 , 29 ,100.00%, 29 ,100.00%,
침구ㆍ커튼가게,강원도,삼척시, 19 , 19 ,100.00%, 16 ,118.75%,
침구ㆍ커튼가게,강원도,홍천군, 14 , 14 ,100.00%, 15 ,93.33%,
침구ㆍ커튼가게,강원도,횡성군, 11 , 11 ,100.00%, 10 ,110.00%,
침구ㆍ커튼가게,강원도,영월군, 9 , 9 ,100.00%, 12 ,75.00%,
침구ㆍ커튼가게,강원도,평창군, 7 , 7 ,100.00%, 7 ,100.00%,
침구ㆍ커튼가게,강원도,정선군, 9 , 9 ,100.00%, 9 ,100.00%,
침구ㆍ커튼가게,강원도,철원군, 7 , 7 ,100.00%, 8 ,87.50%,
침구ㆍ커튼가게,강원도,화천군, * , * ,, * ,,
침구ㆍ커튼가게,강원도,양구군, * , * ,, * ,,
침구ㆍ커튼가게,강원도,인제군, 6 , 6 ,100.00%, 8 ,75.00%,
침구ㆍ커튼가게,강원도,고성군, 8 , 8 ,100.00%, 8 ,100.00%,
침구ㆍ커튼가게,강원도,양양군, 5 , 5 ,100.00%, 5 ,100.00%,
침구ㆍ커튼가게,대전광역시,합계, 412 , 414 ,99.52%, 426 ,96.71%,
침구ㆍ커튼가게,대전광역시,중구, 53 , 54 ,98.15%, 55 ,96.36%,
침구ㆍ커튼가게,대전광역시,동구, 142 , 143 ,99.30%, 151 ,94.04%,
침구ㆍ커튼가게,대전광역시,서구, 104 , 105 ,99.05%, 107 ,97.20%,
침구ㆍ커튼가게,대전광역시,유성구, 63 , 63 ,100.00%, 62 ,101.61%,
침구ㆍ커튼가게,대전광역시,대덕구, 50 , 49 ,102.04%, 51 ,98.04%,
침구ㆍ커튼가게,충청북도,합계, 396 , 394 ,100.51%, 394 ,100.51%,
침구ㆍ커튼가게,충청북도,청주시 상당구, 71 , 71 ,100.00%, 73 ,97.26%,
침구ㆍ커튼가게,충청북도,청주시 서원구, 36 , 35 ,102.86%, 36 ,100.00%,
침구ㆍ커튼가게,충청북도,청주시 흥덕구, 45 , 46 ,97.83%, 44 ,102.27%,
침구ㆍ커튼가게,충청북도,청주시 청원구, 47 , 47 ,100.00%, 42 ,111.90%,
침구ㆍ커튼가게,충청북도,충주시, 48 , 48 ,100.00%, 51 ,94.12%,
침구ㆍ커튼가게,충청북도,제천시, 64 , 62 ,103.23%, 60 ,106.67%,
침구ㆍ커튼가게,충청북도,보은군, 3 , 3 ,100.00%, 3 ,100.00%,
침구ㆍ커튼가게,충청북도,옥천군, 16 , 15 ,106.67%, 16 ,100.00%,
침구ㆍ커튼가게,충청북도,영동군, 13 , 13 ,100.00%, 15 ,86.67%,
침구ㆍ커튼가게,충청북도,증평군, 8 , 8 ,100.00%, 8 ,100.00%,
침구ㆍ커튼가게,충청북도,진천군, 14 , 14 ,100.00%, 12 ,116.67%,
침구ㆍ커튼가게,충청북도,괴산군, 5 , 5 ,100.00%, 5 ,100.00%,
침구ㆍ커튼가게,충청북도,음성군, 19 , 20 ,95.00%, 20 ,95.00%,
침구ㆍ커튼가게,충청북도,단양군, 7 , 7 ,100.00%, 9 ,77.78%,
침구ㆍ커튼가게,충청남도,합계, 504 , 504 ,100.00%, 507 ,99.41%,
침구ㆍ커튼가게,충청남도,천안시 동남구, 56 , 56 ,100.00%, 58 ,96.55%,
침구ㆍ커튼가게,충청남도,천안시 서북구, 66 , 66 ,100.00%, 58 ,113.79%,
침구ㆍ커튼가게,충청남도,공주시, 27 , 27 ,100.00%, 28 ,96.43%,
침구ㆍ커튼가게,충청남도,보령시, 27 , 26 ,103.85%, 28 ,96.43%,
침구ㆍ커튼가게,충청남도,아산시, 45 , 45 ,100.00%, 42 ,107.14%,
침구ㆍ커튼가게,충청남도,서산시, 53 , 54 ,98.15%, 56 ,94.64%,
침구ㆍ커튼가게,충청남도,논산시, 32 , 32 ,100.00%, 32 ,100.00%,
침구ㆍ커튼가게,충청남도,계룡시, 10 , 11 ,90.91%, 11 ,90.91%,
침구ㆍ커튼가게,충청남도,당진시, 45 , 46 ,97.83%, 49 ,91.84%,
침구ㆍ커튼가게,충청남도,금산군, 13 , 13 ,100.00%, 16 ,81.25%,
침구ㆍ커튼가게,충청남도,부여군, 15 , 15 ,100.00%, 16 ,93.75%,
침구ㆍ커튼가게,충청남도,서천군, 14 , 14 ,100.00%, 17 ,82.35%,
침구ㆍ커튼가게,충청남도,청양군, 6 , 6 ,100.00%, 6 ,100.00%,
침구ㆍ커튼가게,충청남도,홍성군, 42 , 42 ,100.00%, 42 ,100.00%,
침구ㆍ커튼가게,충청남도,예산군, 27 , 27 ,100.00%, 26 ,103.85%,
침구ㆍ커튼가게,충청남도,태안군, 26 , 24 ,108.33%, 22 ,118.18%,
침구ㆍ커튼가게,세종특별자치시,합계, 51 , 50 ,102.00%, 51 ,100.00%,
침구ㆍ커튼가게,세종특별자치시,세종시, 51 , 50 ,102.00%, 51 ,100.00%,
침구ㆍ커튼가게,광주광역시,합계, 383 , 385 ,99.48%, 400 ,95.75%,
침구ㆍ커튼가게,광주광역시,동구, 35 , 35 ,100.00%, 37 ,94.59%,
침구ㆍ커튼가게,광주광역시,남구, 40 , 40 ,100.00%, 42 ,95.24%,
침구ㆍ커튼가게,광주광역시,서구, 163 , 164 ,99.39%, 170 ,95.88%,
침구ㆍ커튼가게,광주광역시,북구, 78 , 78 ,100.00%, 82 ,95.12%,
침구ㆍ커튼가게,광주광역시,광산구, 67 , 68 ,98.53%, 69 ,97.10%,
침구ㆍ커튼가게,전라북도,합계, 491 , 489 ,100.41%, 499 ,98.40%,
침구ㆍ커튼가게,전라북도,전주시 완산구, 131 , 130 ,100.77%, 133 ,98.50%,
침구ㆍ커튼가게,전라북도,전주시 덕진구, 49 , 48 ,102.08%, 50 ,98.00%,
침구ㆍ커튼가게,전라북도,군산시, 81 , 79 ,102.53%, 85 ,95.29%,
침구ㆍ커튼가게,전라북도,익산시, 70 , 70 ,100.00%, 66 ,106.06%,
침구ㆍ커튼가게,전라북도,정읍시, 42 , 42 ,100.00%, 41 ,102.44%,
침구ㆍ커튼가게,전라북도,남원시, 32 , 32 ,100.00%, 32 ,100.00%,
침구ㆍ커튼가게,전라북도,김제시, 13 , 13 ,100.00%, 16 ,81.25%,
침구ㆍ커튼가게,전라북도,완주군, 13 , 14 ,92.86%, 15 ,86.67%,
침구ㆍ커튼가게,전라북도,진안군, * , * ,, * ,,
침구ㆍ커튼가게,전라북도,무주군, 6 , 7 ,85.71%, 7 ,85.71%,
침구ㆍ커튼가게,전라북도,장수군, 6 , 6 ,100.00%, 6 ,100.00%,
침구ㆍ커튼가게,전라북도,임실군, 9 , 9 ,100.00%, 9 ,100.00%,
침구ㆍ커튼가게,전라북도,순창군, 7 , 7 ,100.00%, 7 ,100.00%,
침구ㆍ커튼가게,전라북도,고창군, 10 , 10 ,100.00%, 11 ,90.91%,
침구ㆍ커튼가게,전라북도,부안군, 20 , 20 ,100.00%, 19 ,105.26%,
침구ㆍ커튼가게,전라남도,합계, 483 , 481 ,100.42%, 493 ,97.97%,
침구ㆍ커튼가게,전라남도,목포시, 84 , 83 ,101.20%, 91 ,92.31%,
침구ㆍ커튼가게,전라남도,여수시, 89 , 89 ,100.00%, 94 ,94.68%,
침구ㆍ커튼가게,전라남도,순천시, 69 , 70 ,98.57%, 75 ,92.00%,
침구ㆍ커튼가게,전라남도,나주시, 14 , 14 ,100.00%, 14 ,100.00%,
침구ㆍ커튼가게,전라남도,광양시, 49 , 47 ,104.26%, 43 ,113.95%,
침구ㆍ커튼가게,전라남도,담양군, 10 , 10 ,100.00%, 10 ,100.00%,
침구ㆍ커튼가게,전라남도,곡성군, 8 , 8 ,100.00%, 7 ,114.29%,
침구ㆍ커튼가게,전라남도,구례군, 11 , 11 ,100.00%, 12 ,91.67%,
침구ㆍ커튼가게,전라남도,고흥군, 21 , 21 ,100.00%, 22 ,95.45%,
침구ㆍ커튼가게,전라남도,보성군, 12 , 12 ,100.00%, 12 ,100.00%,
침구ㆍ커튼가게,전라남도,화순군, 12 , 12 ,100.00%, 12 ,100.00%,
침구ㆍ커튼가게,전라남도,장흥군, 7 , 7 ,100.00%, 7 ,100.00%,
침구ㆍ커튼가게,전라남도,강진군, 16 , 16 ,100.00%, 16 ,100.00%,
침구ㆍ커튼가게,전라남도,해남군, 19 , 19 ,100.00%, 20 ,95.00%,
침구ㆍ커튼가게,전라남도,영암군, 6 , 6 ,100.00%, 6 ,100.00%,
침구ㆍ커튼가게,전라남도,무안군, 11 , 11 ,100.00%, 9 ,122.22%,
침구ㆍ커튼가게,전라남도,함평군, 6 , 6 ,100.00%, 5 ,120.00%,
침구ㆍ커튼가게,전라남도,영광군, 15 , 15 ,100.00%, 14 ,107.14%,
침구ㆍ커튼가게,전라남도,장성군, 10 , 10 ,100.00%, 10 ,100.00%,
침구ㆍ커튼가게,전라남도,완도군, 7 , 7 ,100.00%, 7 ,100.00%,
침구ㆍ커튼가게,전라남도,진도군, 6 , 6 ,100.00%, 6 ,100.00%,
침구ㆍ커튼가게,전라남도,신안군, * , * ,, * ,,
침구ㆍ커튼가게,대구광역시,합계, 644 , 652 ,98.77%, 651 ,98.92%,
침구ㆍ커튼가게,대구광역시,중구, 186 , 187 ,99.47%, 205 ,90.73%,
침구ㆍ커튼가게,대구광역시,동구, 68 , 69 ,98.55%, 66 ,103.03%,
침구ㆍ커튼가게,대구광역시,남구, 39 , 39 ,100.00%, 37 ,105.41%,
침구ㆍ커튼가게,대구광역시,서구, 70 , 71 ,98.59%, 75 ,93.33%,
침구ㆍ커튼가게,대구광역시,북구, 77 , 80 ,96.25%, 72 ,106.94%,
침구ㆍ커튼가게,대구광역시,수성구, 67 , 69 ,97.10%, 65 ,103.08%,
침구ㆍ커튼가게,대구광역시,달서구, 88 , 89 ,98.88%, 89 ,98.88%,
침구ㆍ커튼가게,대구광역시,달성군, 49 , 48 ,102.08%, 42 ,116.67%,
침구ㆍ커튼가게,경상북도,합계, 668 , 667 ,100.15%, 678 ,98.53%,
침구ㆍ커튼가게,경상북도,포항시 남구, 46 , 47 ,97.87%, 55 ,83.64%,
침구ㆍ커튼가게,경상북도,포항시 북구, 77 , 77 ,100.00%, 80 ,96.25%,
침구ㆍ커튼가게,경상북도,경주시, 72 , 73 ,98.63%, 70 ,102.86%,
침구ㆍ커튼가게,경상북도,김천시, 37 , 38 ,97.37%, 39 ,94.87%,
침구ㆍ커튼가게,경상북도,안동시, 51 , 53 ,96.23%, 54 ,94.44%,
침구ㆍ커튼가게,경상북도,구미시, 94 , 92 ,102.17%, 92 ,102.17%,
침구ㆍ커튼가게,경상북도,영주시, 50 , 49 ,102.04%, 49 ,102.04%,
침구ㆍ커튼가게,경상북도,영천시, 18 , 18 ,100.00%, 19 ,94.74%,
침구ㆍ커튼가게,경상북도,상주시, 25 , 25 ,100.00%, 25 ,100.00%,
침구ㆍ커튼가게,경상북도,문경시, 33 , 33 ,100.00%, 32 ,103.13%,
침구ㆍ커튼가게,경상북도,경산시, 54 , 52 ,103.85%, 56 ,96.43%,
침구ㆍ커튼가게,경상북도,군위군, 3 , 3 ,100.00%, * ,,
침구ㆍ커튼가게,경상북도,의성군, 11 , 11 ,100.00%, 10 ,110.00%,
침구ㆍ커튼가게,경상북도,청송군, 6 , 6 ,100.00%, 6 ,100.00%,
침구ㆍ커튼가게,경상북도,영양군, 3 , 3 ,100.00%, 3 ,100.00%,
침구ㆍ커튼가게,경상북도,영덕군, 12 , 12 ,100.00%, 11 ,109.09%,
침구ㆍ커튼가게,경상북도,청도군, 6 , 6 ,100.00%, 5 ,120.00%,
침구ㆍ커튼가게,경상북도,고령군, 4 , 4 ,100.00%, 4 ,100.00%,
침구ㆍ커튼가게,경상북도,성주군, 7 , 7 ,100.00%, 7 ,100.00%,
침구ㆍ커튼가게,경상북도,칠곡군, 22 , 21 ,104.76%, 23 ,95.65%,
침구ㆍ커튼가게,경상북도,예천군, 11 , 11 ,100.00%, 12 ,91.67%,
침구ㆍ커튼가게,경상북도,봉화군, 4 , 4 ,100.00%, 4 ,100.00%,
침구ㆍ커튼가게,경상북도,울진군, 17 , 17 ,100.00%, 16 ,106.25%,
침구ㆍ커튼가게,경상북도,울릉군, 5 , 5 ,100.00%, 5 ,100.00%,
침구ㆍ커튼가게,부산광역시,합계, 694 , 697 ,99.57%, 710 ,97.75%,
침구ㆍ커튼가게,부산광역시,중구, 49 , 49 ,100.00%, 49 ,100.00%,
침구ㆍ커튼가게,부산광역시,강서구, 9 , 8 ,112.50%, 9 ,100.00%,
침구ㆍ커튼가게,부산광역시,동구, 159 , 159 ,100.00%, 160 ,99.38%,
침구ㆍ커튼가게,부산광역시,남구, 34 , 34 ,100.00%, 37 ,91.89%,
침구ㆍ커튼가게,부산광역시,서구, 21 , 21 ,100.00%, 19 ,110.53%,
침구ㆍ커튼가게,부산광역시,북구, 33 , 33 ,100.00%, 31 ,106.45%,
침구ㆍ커튼가게,부산광역시,영도구, 19 , 19 ,100.00%, 18 ,105.56%,
침구ㆍ커튼가게,부산광역시,부산진구, 43 , 44 ,97.73%, 48 ,89.58%,
침구ㆍ커튼가게,부산광역시,동래구, 41 , 41 ,100.00%, 43 ,95.35%,
침구ㆍ커튼가게,부산광역시,해운대구, 63 , 63 ,100.00%, 60 ,105.00%,
침구ㆍ커튼가게,부산광역시,사하구, 43 , 44 ,97.73%, 45 ,95.56%,
침구ㆍ커튼가게,부산광역시,금정구, 48 , 49 ,97.96%, 53 ,90.57%,
침구ㆍ커튼가게,부산광역시,연제구, 30 , 30 ,100.00%, 34 ,88.24%,
침구ㆍ커튼가게,부산광역시,수영구, 29 , 29 ,100.00%, 33 ,87.88%,
침구ㆍ커튼가게,부산광역시,사상구, 42 , 43 ,97.67%, 44 ,95.45%,
침구ㆍ커튼가게,부산광역시,기장군, 31 , 31 ,100.00%, 27 ,114.81%,
침구ㆍ커튼가게,울산광역시,합계, 233 , 233 ,100.00%, 230 ,101.30%,
침구ㆍ커튼가게,울산광역시,중구, 89 , 89 ,100.00%, 87 ,102.30%,
침구ㆍ커튼가게,울산광역시,동구, 22 , 21 ,104.76%, 20 ,110.00%,
침구ㆍ커튼가게,울산광역시,남구, 54 , 54 ,100.00%, 56 ,96.43%,
침구ㆍ커튼가게,울산광역시,북구, 30 , 31 ,96.77%, 31 ,96.77%,
침구ㆍ커튼가게,울산광역시,울주군, 38 , 38 ,100.00%, 36 ,105.56%,
침구ㆍ커튼가게,경상남도,합계, 678 , 683 ,99.27%, 702 ,96.58%,
침구ㆍ커튼가게,경상남도,고성군, 12 , 12 ,100.00%, 12 ,100.00%,
침구ㆍ커튼가게,경상남도,창원시 의창구, 31 , 32 ,96.88%, 36 ,86.11%,
침구ㆍ커튼가게,경상남도,창원시 성산구, 44 , 46 ,95.65%, 48 ,91.67%,
침구ㆍ커튼가게,경상남도,창원시 마산합포구, 52 , 52 ,100.00%, 53 ,98.11%,
침구ㆍ커튼가게,경상남도,창원시 마산회원구, 29 , 29 ,100.00%, 32 ,90.63%,
침구ㆍ커튼가게,경상남도,창원시 진해구, 24 , 26 ,92.31%, 29 ,82.76%,
침구ㆍ커튼가게,경상남도,진주시, 104 , 103 ,100.97%, 104 ,100.00%,
침구ㆍ커튼가게,경상남도,통영시, 53 , 54 ,98.15%, 51 ,103.92%,
침구ㆍ커튼가게,경상남도,사천시, 32 , 33 ,96.97%, 33 ,96.97%,
침구ㆍ커튼가게,경상남도,김해시, 86 , 85 ,101.18%, 89 ,96.63%,
침구ㆍ커튼가게,경상남도,밀양시, 26 , 26 ,100.00%, 28 ,92.86%,
침구ㆍ커튼가게,경상남도,거제시, 39 , 39 ,100.00%, 43 ,90.70%,
침구ㆍ커튼가게,경상남도,양산시, 57 , 58 ,98.28%, 56 ,101.79%,
침구ㆍ커튼가게,경상남도,의령군, 7 , 7 ,100.00%, 7 ,100.00%,
침구ㆍ커튼가게,경상남도,함안군, 10 , 10 ,100.00%, 10 ,100.00%,
침구ㆍ커튼가게,경상남도,창녕군, 13 , 14 ,92.86%, 16 ,81.25%,
침구ㆍ커튼가게,경상남도,남해군, 12 , 12 ,100.00%, 12 ,100.00%,
침구ㆍ커튼가게,경상남도,하동군, 14 , 13 ,107.69%, 11 ,127.27%,
침구ㆍ커튼가게,경상남도,산청군, * , * ,, * ,,
침구ㆍ커튼가게,경상남도,함양군, 6 , 5 ,120.00%, 5 ,120.00%,
침구ㆍ커튼가게,경상남도,거창군, 17 , 17 ,100.00%, 16 ,106.25%,
침구ㆍ커튼가게,경상남도,합천군, 8 , 8 ,100.00%, 9 ,88.89%,
침구ㆍ커튼가게,제주특별자치도,합계, 222 , 223 ,99.55%, 221 ,100.45%,
침구ㆍ커튼가게,제주특별자치도,제주시, 167 , 167 ,100.00%, 169 ,98.82%,
침구ㆍ커튼가게,제주특별자치도,서귀포시, 55 , 56 ,98.21%, 52 ,105.77%,
커피음료점,합계,합계," 62,278 "," 61,548 ",101.19%," 52,374 ",118.91%,
커피음료점,서울특별시,합계," 12,291 "," 12,165 ",101.04%," 10,764 ",114.19%,
커피음료점,서울특별시,종로구, 634 , 633 ,100.16%, 588 ,107.82%,
커피음료점,서울특별시,중구, 618 , 614 ,100.65%, 552 ,111.96%,
커피음료점,서울특별시,용산구, 346 , 342 ,101.17%, 285 ,121.40%,
커피음료점,서울특별시,성동구, 413 , 407 ,101.47%, 352 ,117.33%,
커피음료점,서울특별시,광진구, 441 , 432 ,102.08%, 375 ,117.60%,
커피음료점,서울특별시,동대문구, 379 , 380 ,99.74%, 353 ,107.37%,
커피음료점,서울특별시,중랑구, 315 , 309 ,101.94%, 251 ,125.50%,
커피음료점,서울특별시,성북구, 405 , 396 ,102.27%, 324 ,125.00%,
커피음료점,서울특별시,강북구, 271 , 270 ,100.37%, 236 ,114.83%,
커피음료점,서울특별시,도봉구, 240 , 239 ,100.42%, 220 ,109.09%,
커피음료점,서울특별시,노원구, 453 , 452 ,100.22%, 405 ,111.85%,
커피음료점,서울특별시,은평구, 400 , 398 ,100.50%, 363 ,110.19%,
커피음료점,서울특별시,서대문구, 366 , 359 ,101.95%, 314 ,116.56%,
커피음료점,서울특별시,마포구, 920 , 909 ,101.21%, 796 ,115.58%,
커피음료점,서울특별시,양천구, 351 , 349 ,100.57%, 306 ,114.71%,
커피음료점,서울특별시,강서구, 574 , 568 ,101.06%, 480 ,119.58%,
커피음료점,서울특별시,구로구, 392 , 383 ,102.35%, 352 ,111.36%,
커피음료점,서울특별시,금천구, 315 , 307 ,102.61%, 283 ,111.31%,
커피음료점,서울특별시,영등포구, 555 , 548 ,101.28%, 471 ,117.83%,
커피음료점,서울특별시,동작구, 396 , 399 ,99.25%, 357 ,110.92%,
커피음료점,서울특별시,관악구, 452 , 461 ,98.05%, 388 ,116.49%,
커피음료점,서울특별시,서초구, 716 , 696 ,102.87%, 658 ,108.81%,
커피음료점,서울특별시,강남구," 1,159 "," 1,154 ",100.43%," 1,040 ",111.44%,
커피음료점,서울특별시,송파구, 756 , 744 ,101.61%, 657 ,115.07%,
커피음료점,서울특별시,강동구, 424 , 416 ,101.92%, 358 ,118.44%,
커피음료점,인천광역시,합계," 3,035 "," 3,005 ",101.00%," 2,614 ",116.11%,
커피음료점,인천광역시,중구, 214 , 207 ,103.38%, 160 ,133.75%,
커피음료점,인천광역시,동구, 56 , 54 ,103.70%, 48 ,116.67%,
커피음료점,인천광역시,미추홀구, 398 , 395 ,100.76%, 320 ,124.38%,
커피음료점,인천광역시,연수구, 317 , 314 ,100.96%, 278 ,114.03%,
커피음료점,인천광역시,남동구, 588 , 582 ,101.03%, 531 ,110.73%,
커피음료점,인천광역시,부평구, 495 , 489 ,101.23%, 434 ,114.06%,
커피음료점,인천광역시,계양구, 236 , 241 ,97.93%, 231 ,102.16%,
커피음료점,인천광역시,서구, 561 , 554 ,101.26%, 467 ,120.13%,
커피음료점,인천광역시,강화군, 147 , 143 ,102.80%, 124 ,118.55%,
커피음료점,인천광역시,옹진군, 23 , 26 ,88.46%, 21 ,109.52%,
커피음료점,경기도,합계," 13,299 "," 13,097 ",101.54%," 10,884 ",122.19%,
커피음료점,경기도,수원시 장안구, 261 , 259 ,100.77%, 216 ,120.83%,
커피음료점,경기도,수원시 권선구, 250 , 244 ,102.46%, 214 ,116.82%,
커피음료점,경기도,수원시 팔달구, 348 , 342 ,101.75%, 280 ,124.29%,
커피음료점,경기도,수원시 영통구, 421 , 416 ,101.20%, 331 ,127.19%,
커피음료점,경기도,성남시 수정구, 233 , 223 ,104.48%, 187 ,124.60%,
커피음료점,경기도,성남시 중원구, 208 , 207 ,100.48%, 180 ,115.56%,
커피음료점,경기도,성남시 분당구, 570 , 569 ,100.18%, 493 ,115.62%,
커피음료점,경기도,의정부시, 395 , 388 ,101.80%, 303 ,130.36%,
커피음료점,경기도,안양시 만안구, 266 , 261 ,101.92%, 241 ,110.37%,
커피음료점,경기도,안양시 동안구, 375 , 373 ,100.54%, 311 ,120.58%,
커피음료점,경기도,부천시, 894 , 882 ,101.36%, 710 ,125.92%,
커피음료점,경기도,광명시, 222 , 214 ,103.74%, 179 ,124.02%,
커피음료점,경기도,평택시, 626 , 618 ,101.29%, 511 ,122.50%,
커피음료점,경기도,동두천시, 99 , 97 ,102.06%, 77 ,128.57%,
커피음료점,경기도,안산시 상록구, 263 , 261 ,100.77%, 228 ,115.35%,
